"","common name","scientific name","kingdom","phylum","class","order","family","genus","longitude","latitude","ssp","Depth method","S Thermal safety margin","S Conservation status","S Vertical habitat","S Cumulative impacts","AC Habitat fragmentation","AC Geographic range extent","AC Maximum body length","AC Thermal habitat availability","E Time of climate emergence","E Thermal habitat loss","E Fraction of species lost","E Climate velocity","Sensitivity","Sensitivity SD","Adaptive capacity","Adaptive capacity SD","Exposure","Exposure SD","Vulnerability","Vulnerability SD","S Thermal safety margin risk","S Conservation status risk","S Vertical habitat risk","S Cumulative impacts risk","AC Habitat fragmentation risk","AC Geographic range extent risk","AC Maximum body length risk","AC Thermal habitat availability risk","E Time of climate emergence risk","E Thermal habitat loss risk","E Fraction of species lost risk","E Climate velocity risk","Sensitivity risk","Adaptive capacity risk","Exposure risk","Overall Risk"
"169","Atlantic Halibut","Hippoglossus hippoglossus","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossus",-70.875,71.125,"SSP5-8.5","SST",0.027332344,0,0.078102508,0.646070464,0.954528864,0.245435877,0.231286617,0.196525871,0.069483451,0.824346653,0.481467933,0.024625154,0.187876329,0.307172071,0.406944307,0.365634318,0.349980798,0.377203255,0.43992509,0.511688382,"Low","Low","Low","High","Low","High","Critical","Critical","Low","Critical","High","Low","Low","High","High","High"
"170","Atlantic Halibut","Hippoglossus hippoglossus","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossus",-70.625,71.125,"SSP5-8.5","SST",0.028015557,0,0.005130845,0.688843966,0.954528864,0.245435877,0.231286617,0.200609207,0.069483451,0.824346653,0.473373621,0.022617166,0.180497592,0.339116344,0.407965141,0.364855885,0.347455223,0.376859367,0.444114322,0.547138175,"Low","Low","Low","High","Low","High","Critical","Critical","Low","Critical","High","Low","Low","High","High","High"
"171","Atlantic Halibut","Hippoglossus hippoglossus","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossus",-70.375,70.875,"SSP5-8.5","SST",0.026877512,0,0.111755151,0.657869657,0.954528864,0.245435877,0.231286617,0.201168151,0.069483451,0.824346653,0.535591298,0.046543376,0.19912558,0.309515812,0.408104877,0.364750089,0.368991195,0.37805717,0.443100641,0.491724928,"Low","Low","Low","High","Low","High","Critical","Critical","Low","Critical","High","Low","Low","High","High","High"
"172","Atlantic Halibut","Hippoglossus hippoglossus","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossus",-70.125,70.875,"SSP5-8.5","SST",0.026604165,0,0.702081035,0.637264413,0.954528864,0.245435877,0.231286617,0.209330395,0.069483451,0.824346653,0.498082938,0.010617661,0.341487403,0.38003373,0.410145438,0.363226153,0.350632676,0.38331954,0.461327789,0.415335005,"Low","Low","Moderate","High","Low","High","Critical","Critical","Low","Critical","High","Low","Moderate","High","High","High"
"173","Atlantic Halibut","Hippoglossus hippoglossus","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossus",-61.875,70.875,"SSP5-8.5","SST",0.023845699,0,3.59442824615045e-06,0.668972731,0.954528864,0.245435877,0.231286617,0.198790074,0.069483451,0.824346653,0.25107441,0.012065518,0.173205506,0.330702557,0.407510358,0.365201473,0.289242508,0.370996126,0.434586757,0.57246554,"Low","Low","Low","High","Low","High","Critical","Critical","Low","Critical","Moderate","Low","Low","High","Moderate","High"
"174","Atlantic Halibut","Hippoglossus hippoglossus","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossus",-61.875,70.625,"SSP5-8.5","SST",0.022224346,0,8.19015971613196e-06,0.664831236,0.954528864,0.245435877,0.231286617,0.199197923,0.069483451,0.824346653,0.257415825,0.010647199,0.171765943,0.328877047,0.40761232,0.365123824,0.290473282,0.37114809,0.434536487,0.572514845,"Low","Low","Low","High","Low","High","Critical","Critical","Low","Critical","Moderate","Low","Low","High","Moderate","High"
"175","Atlantic Halibut","Hippoglossus hippoglossus","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossus",-61.625,70.625,"SSP5-8.5","SST",0.021789263,0,1.12542465982342e-05,0.657879366,0.954528864,0.245435877,0.231286617,0.199941055,0.069483451,0.824346653,0.25107441,0.00524485,0.169919971,0.325468302,0.407798103,0.364982591,0.287537341,0.372706467,0.433955343,0.574759591,"Low","Low","Low","High","Low","High","Critical","Critical","Low","Critical","Moderate","Low","Low","High","Moderate","High"
"176","Atlantic Halibut","Hippoglossus hippoglossus","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossus",-68.625,70.375,"SSP5-8.5","SST",0.012172479,0,0.411574584,0.501873932,0.954528864,0.245435877,0.231286617,0.156356222,0.069483451,0.824346653,0.523397004,0.054810685,0.231405249,0.262821673,0.396901895,0.373800496,0.368009448,0.373987599,0.439561816,0.394739197,"Low","Low","Moderate","Moderate","Low","High","Critical","Critical","Low","Critical","High","Low","Moderate","High","High","High"
"177","Atlantic Halibut","Hippoglossus hippoglossus","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossus",-68.375,70.375,"SSP5-8.5","SST",0.012364831,0,0.649294405,0.503875937,0.954528864,0.245435877,0.231286617,0.156579409,0.069483451,0.824346653,0.500264891,0.028850858,0.291383793,0.334668499,0.396957692,0.373752635,0.355736463,0.378276337,0.454626104,0.409561459,"Low","Low","Moderate","Moderate","Low","High","Critical","Critical","Low","Critical","High","Low","Moderate","High","High","High"
"178","Atlantic Halibut","Hippoglossus hippoglossus","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossus",-68.125,70.375,"SSP5-8.5","SST",0.015044228,0,0.270211844,0.598350114,0.954528864,0.245435877,0.231286617,0.172580303,0.069483451,0.824346653,0.516855814,0.034971453,0.220901546,0.280519551,0.400957915,0.370392847,0.361414343,0.378707002,0.439866906,0.435537802,"Low","Low","Moderate","High","Low","High","Critical","Critical","Low","Critical","High","Low","Moderate","High","High","High"
"179","Atlantic Halibut","Hippoglossus hippoglossus","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossus",-67.875,70.375,"SSP5-8.5","SST",0.01474224,0,0.364858003,0.644607493,0.954528864,0.245435877,0.231286617,0.168448451,0.069483451,0.824346653,0.478867511,0.089824831,0.256051934,0.309088523,0.399924952,0.371246833,0.365630612,0.359172647,0.44634606,0.406460115,"Low","Low","Moderate","High","Low","High","Critical","Critical","Low","Critical","High","Low","Moderate","High","High","High"
"180","Atlantic Halibut","Hippoglossus hippoglossus","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossus",-67.625,70.375,"SSP5-8.5","SST",0.014895133,0,0.709004765,0.632293847,0.954528864,0.245435877,0.231286617,0.164434696,0.069483451,0.824346653,0.495494428,0.031174055,0.339048436,0.384226393,0.398921513,0.372085517,0.355124647,0.377009215,0.466306081,0.406795354,"Low","Low","High","High","Low","High","Critical","Critical","Low","Critical","High","Low","Moderate","High","High","High"
"181","Atlantic Halibut","Hippoglossus hippoglossus","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossus",-61.375,70.375,"SSP5-8.5","SST",0.020341379,0,7.59525786406236e-05,0.653782937,0.954528864,0.245435877,0.231286617,0.201037142,0.069483451,0.824346653,0.36488926,0.005106787,0.168550067,0.323630142,0.408072125,0.36477487,0.315956538,0.373377142,0.437290935,0.562465622,"Low","Low","Low","High","Low","High","Critical","Critical","Low","Critical","Moderate","Low","Low","High","High","High"
"182","Atlantic Halibut","Hippoglossus hippoglossus","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossus",-68.375,70.125,"SSP5-8.5","SST",0.011883664,0,0.97869348,0.478185359,0.954528864,0.245435877,0.231286617,0.156303296,0.069483451,0.824346653,0,NA,0.367190626,0.464516797,0.396888664,0.37381185,NA,NA,0.528511256,0.558982416,"Low","Low","Critical","Moderate","Low","High","Critical","Critical","Low","Critical","Low",NA,"Moderate","High",NA,"High"
"183","Atlantic Halibut","Hippoglossus hippoglossus","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossus",-61.375,70.125,"SSP5-8.5","SST",0.019434754,0,0.000123987,0.658960724,0.954528864,0.245435877,0.231286617,0.200630889,0.069483451,0.824346653,0.36488926,0.004494207,0.169629866,0.32634838,0.407970562,0.364851777,0.315803393,0.373547227,0.437636223,0.562980947,"Low","Low","Low","High","Low","High","Critical","Critical","Low","Critical","Moderate","Low","Low","High","High","High"
"184","Atlantic Halibut","Hippoglossus hippoglossus","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossus",-67.125,69.875,"SSP5-8.5","SST",0.015321062,0,0.737638772,0.384468241,0.954528864,0.245435877,0.231286617,0.177841837,0.069483451,0.824346653,0.483706602,0.026606307,0.284357019,0.350583259,0.402273299,0.369319244,0.351035753,0.37689562,0.452330697,0.433516063,"Low","Low","High","Moderate","Low","High","Critical","Critical","Low","Critical","High","Low","Moderate","High","High","High"
"185","Atlantic Halibut","Hippoglossus hippoglossus","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossus",-67.625,69.625,"SSP5-8.5","SST",0.01711787,0,0.326766292,0.465121265,0.954528864,0.245435877,0.231286617,0.173609856,0.069483451,0.824346653,0.546497392,0.020613872,0.202251357,0.230784587,0.401215303,0.370181543,0.365235342,0.387243362,0.430199048,0.40944476,"Low","Low","Moderate","Moderate","Low","High","Critical","Critical","Low","Critical","High","Low","Low","High","High","Moderate"
"186","Atlantic Halibut","Hippoglossus hippoglossus","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossus",-67.375,69.625,"SSP5-8.5","SST",0.017373238,0,0.996512221,0.448155303,0.954528864,0.245435877,0.231286617,0.173587439,0.069483451,0.824346653,0.491656758,0.02852537,0.365510191,0.468967239,0.401209699,0.370186138,0.353503058,0.377296422,0.475411523,0.442440976,"Low","Low","Critical","Moderate","Low","High","Critical","Critical","Low","Critical","High","Low","Moderate","High","High","High"
"187","Atlantic Halibut","Hippoglossus hippoglossus","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossus",-67.125,69.625,"SSP5-8.5","SST",0.01756641,0,0.308027879,0.394318663,0.954528864,0.245435877,0.231286617,0.17341915,0.069483451,0.824346653,0.469081691,0.049629093,0.179978238,0.200921458,0.401167627,0.370220639,0.353135222,0.368808032,0.419317037,0.399666546,"Low","Low","Moderate","Moderate","Low","High","Critical","Critical","Low","Critical","High","Low","Low","High","High","Moderate"
"188","Atlantic Halibut","Hippoglossus hippoglossus","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossus",-60.875,69.375,"SSP5-8.5","SST",0.023767031,0,2.45921384638546e-06,0.703249916,0.954528864,0.245435877,0.231286617,0.19228053,0.069483451,0.824346653,0.173671638,0.031354996,0.181754851,0.34784384,0.405882972,0.366453942,0.274714185,0.37132591,0.435890875,0.580136303,"Low","Low","Low","Critical","Low","High","Critical","Critical","Low","Critical","Low","Low","Low","High","Moderate","High"
"189","Atlantic Halibut","Hippoglossus hippoglossus","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossus",-67.875,69.125,"SSP5-8.5","SST",0.021394134,0,0.996512221,0.425388813,0.954528864,0.245435877,0.231286617,0.187057664,0.069483451,0.824346653,0.572895851,0.066807711,0.360823792,0.466788576,0.404577255,0.367476606,0.383383417,0.378204929,0.478180824,0.430773172,"Low","Low","Critical","Moderate","Low","High","Critical","Critical","Low","Critical","High","Low","Moderate","High","High","High"
"190","Atlantic Halibut","Hippoglossus hippoglossus","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossus",-67.625,69.125,"SSP5-8.5","SST",0.023050231,0,0.996512221,0.415731416,0.954528864,0.245435877,0.231286617,0.190745578,0.069483451,0.824346653,0.552146477,0.010324998,0.358823467,0.465969745,0.405499234,0.36675286,0.364075395,0.391213547,0.475015757,0.449132802,"Low","Low","Critical","Moderate","Low","High","Critical","Critical","Low","Critical","High","Low","Moderate","High","High","High"
"191","Atlantic Halibut","Hippoglossus hippoglossus","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossus",-67.375,69.125,"SSP5-8.5","SST",0.023616861,0,0.996512221,0.464582362,0.954528864,0.245435877,0.231286617,0.190152914,0.069483451,0.824346653,0.506913521,0.014193286,0.371177861,0.468451035,0.405351068,0.366868641,0.353734228,0.383417312,0.475219169,0.443309761,"Low","Low","Critical","Moderate","Low","High","Critical","Critical","Low","Critical","High","Low","Moderate","High","High","High"
"192","Atlantic Halibut","Hippoglossus hippoglossus","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossus",-67.125,69.125,"SSP5-8.5","SST",0.022249917,0,0.996512221,0.53643897,0.954528864,0.245435877,0.231286617,0.189869345,0.069483451,0.824346653,0.499069484,0.026209224,0.388800277,0.474916067,0.405280176,0.366924109,0.354777203,0.378886602,0.47890044,0.431147616,"Low","Low","Critical","Moderate","Low","High","Critical","Critical","Low","Critical","High","Low","Moderate","High","High","High"
"193","Atlantic Halibut","Hippoglossus hippoglossus","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossus",-60.875,69.125,"SSP5-8.5","SST",0.021100711,0,5.28713320879689e-06,0.695842756,0.954528864,0.245435877,0.231286617,0.188541876,0.069483451,0.824346653,0.173671638,0.039085793,0.179237188,0.344547289,0.404948308,0.367184391,0.276646884,0.369653395,0.436061911,0.578869233,"Low","Low","Low","High","Low","High","Critical","Critical","Low","Critical","Low","Low","Low","High","Moderate","High"
"194","Atlantic Halibut","Hippoglossus hippoglossus","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossus",-60.625,69.125,"SSP5-8.5","SST",0.021721081,0,5.239697896703e-06,0.690000384,0.954528864,0.245435877,0.231286617,0.189025997,0.069483451,0.824346653,0.173671638,0.029913557,0.177931676,0.341532629,0.405069339,0.36708935,0.274353825,0.371641372,0.435710258,0.580699564,"Low","Low","Low","High","Low","High","Critical","Critical","Low","Critical","Low","Low","Low","High","Moderate","High"
"195","Atlantic Halibut","Hippoglossus hippoglossus","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossus",-60.375,69.125,"SSP5-8.5","SST",0.021969457,0,9.91579999414506e-06,0.679987745,0.954528864,0.245435877,0.231286617,0.18964704,0.069483451,0.824346653,0.170776798,0.031777217,0.17549178,0.336489986,0.405224599,0.366967627,0.27409603,0.371499361,0.43506098,0.580643066,"Low","Low","Low","High","Low","High","Critical","Critical","Low","Critical","Low","Low","Low","High","Moderate","High"
"196","Atlantic Halibut","Hippoglossus hippoglossus","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossus",-67.625,68.875,"SSP5-8.5","SST",0.023333743,0,0.380148716,0.409884941,0.954528864,0.245435877,0.231286617,0.190892191,0.069483451,0.824346653,0.513795069,0.012257869,0.20334185,0.221864481,0.405535887,0.36672425,0.35497076,0.384921645,0.423951272,0.406666954,"Low","Low","Moderate","Moderate","Low","High","Critical","Critical","Low","Critical","High","Low","Low","High","High","Moderate"
"197","Atlantic Halibut","Hippoglossus hippoglossus","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossus",-60.875,68.875,"SSP5-8.5","SST",0.019587428,0,5.90761018980627e-06,0.687802307,0.954528864,0.245435877,0.231286617,0.188871955,0.069483451,0.824346653,0.182921579,0.035453876,0.176848911,0.340760685,0.405030828,0.367119576,0.27805139,0.369613462,0.435780174,0.578593254,"Low","Low","Low","High","Low","High","Critical","Critical","Low","Critical","Low","Low","Low","High","Moderate","High"
"198","Atlantic Halibut","Hippoglossus hippoglossus","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossus",-60.625,68.875,"SSP5-8.5","SST",0.018765492,0,8.49054900137847e-06,0.675989855,0.954528864,0.245435877,0.231286617,0.185253222,0.069483451,0.824346653,0.174626437,0.029270612,0.173690959,0.334982701,0.404126145,0.367833574,0.274431788,0.371696691,0.435609991,0.581190964,"Low","Low","Low","High","Low","High","Critical","Critical","Low","Critical","Low","Low","Low","High","Moderate","High"
"199","Atlantic Halibut","Hippoglossus hippoglossus","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossus",-60.375,68.875,"SSP5-8.5","SST",0.01804408,0,1.43635118204628e-05,0.675377301,0.954528864,0.245435877,0.231286617,0.185845599,0.069483451,0.824346653,0.180984916,0.022549698,0.173358936,0.3347869,0.404274239,0.36771618,0.27434118,0.372642389,0.435632126,0.58194636,"Low","Low","Low","High","Low","High","Critical","Critical","Low","Critical","Low","Low","Low","High","Moderate","High"
"200","Atlantic Halibut","Hippoglossus hippoglossus","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossus",-60.125,68.875,"SSP5-8.5","SST",0.017777632,0,1.57528940449285e-05,0.674265141,0.954528864,0.245435877,0.231286617,0.186718465,0.069483451,0.824346653,0.188063654,0.007857241,0.173014631,0.334271982,0.404492456,0.367543566,0.27243775,0.375462256,0.43564099,0.584327572,"Low","Low","Low","High","Low","High","Critical","Critical","Low","Critical","Low","Low","Low","High","Moderate","High"
"201","Atlantic Halibut","Hippoglossus hippoglossus","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossus",-59.875,68.875,"SSP5-8.5","SST",0.017478423,0,1.81150943517896e-05,0.679672785,0.954528864,0.245435877,0.231286617,0.192172957,0.069483451,0.824346653,0.359524593,0.003922534,0.174292331,0.337020931,0.405856079,0.366474847,0.314319308,0.373480104,0.439618633,0.563868977,"Low","Low","Low","High","Low","High","Critical","Critical","Low","Critical","Moderate","Low","Low","High","High","High"
"202","Atlantic Halibut","Hippoglossus hippoglossus","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossus",-68.125,68.625,"SSP5-8.5","SST",0.02061018,0,0.996512221,0.444722408,0.954528864,0.245435877,0.231286617,0.185222863,0.069483451,0.824346653,0.571665709,0.022725989,0.365461202,0.467971454,0.404118555,0.367839595,0.372055451,0.39072261,0.478291805,0.439845239,"Low","Low","Critical","Moderate","Low","High","Critical","Critical","Low","Critical","High","Low","Moderate","High","High","High"
"203","Atlantic Halibut","Hippoglossus hippoglossus","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossus",-67.875,68.625,"SSP5-8.5","SST",0.022901069,0,0.987577023,0.472234142,0.954528864,0.245435877,0.231286617,0.192495203,0.069483451,0.824346653,0.540665814,0.014971276,0.370678059,0.465198534,0.40593664,0.366412246,0.362366798,0.388020716,0.476473282,0.439313659,"Low","Low","Critical","Moderate","Low","High","Critical","Critical","Low","Critical","High","Low","Moderate","High","High","High"
"204","Atlantic Halibut","Hippoglossus hippoglossus","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossus",-67.625,68.625,"SSP5-8.5","SST",0.025204242,0,0.970470424,0.387665872,0.954528864,0.245435877,0.231286617,0.195655978,0.069483451,0.824346653,0.535135065,0.011558338,0.345835134,0.452520779,0.406726834,0.365801409,0.360130877,0.38820162,0.470467608,0.452341049,"Low","Low","Critical","Moderate","Low","High","Critical","Critical","Low","Critical","High","Low","Moderate","High","High","High"
"205","Atlantic Halibut","Hippoglossus hippoglossus","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossus",-60.875,68.625,"SSP5-8.5","SST",0.017295962,0,6.23660423060159e-06,0.688791972,0.954528864,0.245435877,0.231286617,0.181018507,0.069483451,0.824346653,0.182921579,0.036926105,0.176523543,0.341609566,0.403067466,0.368678628,0.278419447,0.369291954,0.436935787,0.578246173,"Low","Low","Low","High","Low","High","Critical","Critical","Low","Critical","Low","Low","Low","High","Moderate","High"
"206","Atlantic Halibut","Hippoglossus hippoglossus","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossus",-60.625,68.625,"SSP5-8.5","SST",0.016762721,0,9.05802118719648e-06,0.679906448,0.954528864,0.245435877,0.231286617,0.181469671,0.069483451,0.824346653,0.174626437,0.024428661,0.174169557,0.337250465,0.403180257,0.36858811,0.273221301,0.372767573,0.436414044,0.582633475,"Low","Low","Low","High","Low","High","Critical","Critical","Low","Critical","Low","Low","Low","High","Moderate","High"
"207","Atlantic Halibut","Hippoglossus hippoglossus","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossus",-60.375,68.625,"SSP5-8.5","SST",0.016937316,0,2.82311527264177e-05,0.683814589,0.954528864,0.245435877,0.231286617,0.182052649,0.069483451,0.824346653,0.180984916,0.016504349,0.175195034,0.339173538,0.403326002,0.368471317,0.272829842,0.374013723,0.43664244,0.58338704,"Low","Low","Low","High","Low","High","Critical","Critical","Low","Critical","Low","Low","Low","High","Moderate","High"
"208","Atlantic Halibut","Hippoglossus hippoglossus","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossus",-60.125,68.625,"SSP5-8.5","SST",0.017166889,0,3.40218421649645e-05,0.69069833,0.954528864,0.245435877,0.231286617,0.187296749,0.069483451,0.824346653,0.188063654,0.005885874,0.17697481,0.342577754,0.404637027,0.367429449,0.271944908,0.375926324,0.436449057,0.585217571,"Low","Low","Low","High","Low","High","Critical","Critical","Low","Critical","Low","Low","Low","High","Moderate","High"
"209","Atlantic Halibut","Hippoglossus hippoglossus","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossus",-59.875,68.625,"SSP5-8.5","SST",0.017411729,0,0.000111142,0.698530294,0.954528864,0.245435877,0.231286617,0.184223081,0.069483451,0.824346653,0.359524593,0.003298154,0.179013291,0.346441298,0.40386861,0.3680382,0.314163213,0.373653167,0.441554001,0.563341372,"Low","Low","Low","High","Low","High","Critical","Critical","Low","Critical","Moderate","Low","Low","High","High","High"
"210","Atlantic Halibut","Hippoglossus hippoglossus","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossus",-59.625,68.625,"SSP5-8.5","SST",0.018429111,0,0.000375539,0.712829459,0.954528864,0.245435877,0.231286617,0.185724169,0.069483451,0.824346653,0.348868008,0.004502006,0.182908527,0.353385292,0.404243882,0.367740227,0.311800029,0.372928713,0.441623823,0.563878547,"Low","Low","Low","Critical","Low","High","Critical","Critical","Low","Critical","Moderate","Low","Low","High","High","High"
"211","Atlantic Halibut","Hippoglossus hippoglossus","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossus",-59.375,68.625,"SSP5-8.5","SST",0.019005481,0,0.016911439,0.726619094,0.954528864,0.245435877,0.231286617,0.191849204,0.069483451,0.824346653,0.41206303,0.007492546,0.190634004,0.357424686,0.40577514,0.366537802,0.32834642,0.375491654,0.443645714,0.55212027,"Low","Low","Low","Critical","Low","High","Critical","Critical","Low","Critical","High","Low","Low","High","High","High"
"212","Atlantic Halibut","Hippoglossus hippoglossus","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossus",-66.875,68.375,"SSP5-8.5","SST",0.021517616,0,0.450103803,0.420010002,0.954528864,0.245435877,0.231286617,0.186575056,0.069483451,0.824346653,0.548427416,0.014380717,0.222907855,0.245433763,0.404456603,0.367571896,0.364159559,0.38940384,0.43248986,0.404337497,"Low","Low","Moderate","Moderate","Low","High","Critical","Critical","Low","Critical","High","Low","Moderate","High","High","High"
"213","Atlantic Halibut","Hippoglossus hippoglossus","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossus",-66.625,68.375,"SSP5-8.5","SST",0.022284897,0,0.565567001,0.451163815,0.954528864,0.245435877,0.231286617,0.186612792,0.069483451,0.824346653,0.527784243,0.026340141,0.259753928,0.290988559,0.404466037,0.367564441,0.361988622,0.382745483,0.442946078,0.405505189,"Low","Low","Moderate","Moderate","Low","High","Critical","Critical","Low","Critical","High","Low","Moderate","High","High","High"
"214","Atlantic Halibut","Hippoglossus hippoglossus","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossus",-62.875,68.375,"SSP5-8.5","SST",0.018120563,0,9.03947965016252e-06,0.685419523,0.954528864,0.245435877,0.231286617,0.182305839,0.069483451,0.824346653,0.329267956,0.008540247,0.175887281,0.339795495,0.403389299,0.368420653,0.307909577,0.371318572,0.440033165,0.564575213,"Low","Low","Low","High","Low","High","Critical","Critical","Low","Critical","Moderate","Low","Low","High","High","High"
"215","Atlantic Halibut","Hippoglossus hippoglossus","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossus",-62.625,68.375,"SSP5-8.5","SST",0.018901415,0,8.40492359483946e-06,0.66541507,0.954528864,0.245435877,0.231286617,0.182524071,0.069483451,0.824346653,0.334399776,0.012300921,0.171081222,0.329676275,0.403443857,0.368377014,0.3101327,0.370414502,0.439176843,0.562783529,"Low","Low","Low","High","Low","High","Critical","Critical","Low","Critical","Moderate","Low","Low","High","High","High"
"216","Atlantic Halibut","Hippoglossus hippoglossus","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossus",-62.375,68.375,"SSP5-8.5","SST",0.019077605,0,7.62582548352669e-06,0.667950091,0.954528864,0.245435877,0.231286617,0.182751141,0.069483451,0.824346653,0.257415825,0.010939613,0.17175883,0.330916352,0.403500625,0.368331637,0.290546385,0.371074623,0.436958262,0.572030558,"Low","Low","Low","High","Low","High","Critical","Critical","Low","Critical","Moderate","Low","Low","High","Moderate","High"
"217","Atlantic Halibut","Hippoglossus hippoglossus","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossus",-62.125,68.375,"SSP5-8.5","SST",0.019745252,0,4.13908007966434e-06,0.677071721,0.954528864,0.245435877,0.231286617,0.187211836,0.069483451,0.824346653,0.257415825,0.021657672,0.174205278,0.335373461,0.404615798,0.367446194,0.2932259,0.368411727,0.436821396,0.570026775,"Low","Low","Low","High","Low","High","Critical","Critical","Low","Critical","Moderate","Low","Low","High","High","High"
"218","Atlantic Halibut","Hippoglossus hippoglossus","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossus",-60.875,68.375,"SSP5-8.5","SST",0.018848886,0,6.91166033047947e-06,0.665823831,0.954528864,0.245435877,0.231286617,0.185223052,0.069483451,0.824346653,0.178052234,0.045773885,0.171169907,0.329888924,0.404118602,0.367839558,0.279414056,0.367824389,0.435074345,0.576793411,"Low","Low","Low","High","Low","High","Critical","Critical","Low","Critical","Low","Low","Low","High","Moderate","High"
"219","Atlantic Halibut","Hippoglossus hippoglossus","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossus",-60.625,68.375,"SSP5-8.5","SST",0.018618493,0,1.4532324085766e-05,0.669963425,0.954528864,0.245435877,0.231286617,0.185736924,0.069483451,0.824346653,0.169954292,0.023968795,0.172149112,0.331992154,0.40424707,0.367737701,0.271938298,0.373288346,0.435225246,0.583266461,"Low","Low","Low","High","Low","High","Critical","Critical","Low","Critical","Low","Low","Low","High","Moderate","High"
