"","common name","scientific name","kingdom","phylum","class","order","family","genus","longitude","latitude","ssp","Depth method","S Thermal safety margin","S Conservation status","S Vertical habitat","S Cumulative impacts","AC Habitat fragmentation","AC Geographic range extent","AC Maximum body length","AC Thermal habitat availability","E Time of climate emergence","E Thermal habitat loss","E Fraction of species lost","E Climate velocity","Sensitivity","Sensitivity SD","Adaptive capacity","Adaptive capacity SD","Exposure","Exposure SD","Vulnerability","Vulnerability SD","S Thermal safety margin risk","S Conservation status risk","S Vertical habitat risk","S Cumulative impacts risk","AC Habitat fragmentation risk","AC Geographic range extent risk","AC Maximum body length risk","AC Thermal habitat availability risk","E Time of climate emergence risk","E Thermal habitat loss risk","E Fraction of species lost risk","E Climate velocity risk","Sensitivity risk","Adaptive capacity risk","Exposure risk","Overall Risk"
"3647","Atlantic Halibut","Hippoglossus hippoglossus","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossus",-74.375,74.875,"SSP1-2.6","SST",0.024226825,0,0.011900616,0.568426567,0.954528864,0.245435877,0.231286617,0.20905549,0.069483451,0.676910066,0.170197173,0.211471725,0.151138502,0.278367826,0.410076712,0.363276837,0.282015604,0.269932925,0.412993672,0.5320386,"Low","Low","Low","High","Low","High","Critical","Critical","Low","Critical","Low","Moderate","Low","High","Moderate","Moderate"
"3648","Atlantic Halibut","Hippoglossus hippoglossus","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossus",-74.125,74.875,"SSP1-2.6","SST",0.024250056,0,0.010275455,0.558136329,0.954528864,0.245435877,0.231286617,0.213119655,0.069483451,0.676910066,0.170197173,0.089874748,0.14816546,0.273494545,0.411092753,0.362532114,0.25161636,0.286842911,0.411474913,0.549980242,"Low","Low","Low","Moderate","Low","High","Critical","Critical","Low","Critical","Low","Low","Low","High","Moderate","Moderate"
"3649","Atlantic Halibut","Hippoglossus hippoglossus","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossus",-73.875,74.875,"SSP1-2.6","SST",0.024187023,0,0.00763198,0.5706821,0.954528864,0.245435877,0.231286617,0.217347733,0.069483451,0.676910066,0.165463295,0.052903787,0.150625276,0.280219808,0.412149773,0.361767844,0.24119015,0.294687036,0.412375216,0.561464568,"Low","Low","Low","High","Low","High","Critical","Critical","Low","Critical","Low","Low","Low","High","Moderate","Moderate"
"3650","Atlantic Halibut","Hippoglossus hippoglossus","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossus",-73.625,74.875,"SSP1-2.6","SST",0.02397269,0,0.005416523,0.569674741,0.954528864,0.245435877,0.231286617,0.217366838,0.069483451,0.676910066,0.160054781,0.052279943,0.149765989,0.280127313,0.412154549,0.361764415,0.23968206,0.295294177,0.412482305,0.563811175,"Low","Low","Low","High","Low","High","Critical","Critical","Low","Critical","Low","Low","Low","High","Moderate","Moderate"
"3651","Atlantic Halibut","Hippoglossus hippoglossus","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossus",-73.375,74.875,"SSP1-2.6","SST",0.023803227,0,0.006864686,0.571585167,0.954528864,0.245435877,0.231286617,0.217434676,0.069483451,0.676910066,0.145937022,0.053076186,0.15056327,0.280859471,0.412171508,0.36175224,0.236351681,0.296480137,0.412531606,0.565866336,"Low","Low","Low","High","Low","High","Critical","Critical","Low","Critical","Low","Low","Low","High","Moderate","Moderate"
"3652","Atlantic Halibut","Hippoglossus hippoglossus","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossus",-73.125,74.875,"SSP1-2.6","SST",0.023674883,0,0.003681758,0.571232173,0.954528864,0.245435877,0.231286617,0.221704352,0.069483451,0.676910066,0.145937022,0.092509144,0.149647204,0.281249064,0.413238927,0.360991596,0.246209921,0.288913738,0.411465856,0.558366057,"Low","Low","Low","High","Low","High","Critical","Critical","Low","Critical","Low","Low","Low","High","Moderate","Moderate"
"3653","Atlantic Halibut","Hippoglossus hippoglossus","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossus",-76.875,74.625,"SSP1-2.6","SST",0.025282784,0,0.045059789,0.526140078,0.954528864,0.245435877,0.231286617,0.206179034,0.069483451,0.676910066,0.178295652,0.072323356,0.149120663,0.252021889,0.409357598,0.36380986,0.249253131,0.289566746,0.408439281,0.531639177,"Low","Low","Low","Moderate","Low","High","Critical","Critical","Low","Critical","Low","Low","Low","High","Moderate","Moderate"
"3654","Atlantic Halibut","Hippoglossus hippoglossus","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossus",-76.625,74.625,"SSP1-2.6","SST",0.024564164,0,0.069627963,0.529159307,0.954528864,0.245435877,0.231286617,0.206182352,0.069483451,0.676910066,0.174147734,0.062741851,0.155837858,0.250545585,0.409358427,0.363809243,0.245820775,0.291883393,0.407433136,0.523419313,"Low","Low","Low","Moderate","Low","High","Critical","Critical","Low","Critical","Low","Low","Low","High","Moderate","Moderate"
"3655","Atlantic Halibut","Hippoglossus hippoglossus","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossus",-76.375,74.625,"SSP1-2.6","SST",0.023817749,0,0.053377555,0.5337669,0.954528864,0.245435877,0.231286617,0.206173902,0.069483451,0.676910066,0.18213517,0.077415074,0.152740551,0.254954145,0.409356315,0.363810816,0.25148594,0.288224906,0.408531862,0.526630409,"Low","Low","Low","Moderate","Low","High","Critical","Critical","Low","Critical","Low","Low","Low","High","Moderate","Moderate"
"3656","Atlantic Halibut","Hippoglossus hippoglossus","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossus",-76.125,74.625,"SSP1-2.6","SST",0.023511662,0,0.055040823,0.547814193,0.954528864,0.245435877,0.231286617,0.201958126,0.069483451,0.676910066,0.18213517,0.0557937,0.15659167,0.261788004,0.408302371,0.364600878,0.246080597,0.292744886,0.410262209,0.532456024,"Low","Low","Low","Moderate","Low","High","Critical","Critical","Low","Critical","Low","Low","Low","High","Moderate","Moderate"
"3657","Atlantic Halibut","Hippoglossus hippoglossus","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossus",-75.875,74.625,"SSP1-2.6","SST",0.023445482,0,0.02939987,0.562103232,0.954528864,0.245435877,0.231286617,0.201810553,0.069483451,0.676910066,0.156771289,0.077933935,0.153737146,0.272539689,0.408265478,0.364628724,0.245274685,0.290429244,0.412182105,0.545126221,"Low","Low","Low","Moderate","Low","High","Critical","Critical","Low","Critical","Low","Low","Low","High","Moderate","Moderate"
"3658","Atlantic Halibut","Hippoglossus hippoglossus","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossus",-75.625,74.625,"SSP1-2.6","SST",0.023261397,0,0.02919479,0.568742311,0.954528864,0.245435877,0.231286617,0.205818329,0.069483451,0.676910066,0.156771289,0.093650468,0.155299624,0.275916262,0.409267422,0.363877047,0.249203819,0.287502268,0.411890475,0.542245324,"Low","Low","Low","High","Low","High","Critical","Critical","Low","Critical","Low","Low","Low","High","Moderate","Moderate"
"3659","Atlantic Halibut","Hippoglossus hippoglossus","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossus",-75.375,74.625,"SSP1-2.6","SST",0.022977008,0,0.033024295,0.56822427,0.954528864,0.245435877,0.231286617,0.205643789,0.069483451,0.676910066,0.165390193,0.105676964,0.156056393,0.275126017,0.409223787,0.363909585,0.254365169,0.284458649,0.411594866,0.536167011,"Low","Low","Low","Moderate","Low","High","Critical","Critical","Low","Critical","Low","Low","Low","High","Moderate","Moderate"
"3660","Atlantic Halibut","Hippoglossus hippoglossus","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossus",-75.125,74.625,"SSP1-2.6","SST",0.022897495,0,0.028956763,0.572303841,0.954528864,0.245435877,0.231286617,0.205548097,0.069483451,0.676910066,0.165390193,0.14993051,0.156039525,0.277789574,0.409199864,0.363927432,0.265428555,0.277524167,0.411972938,0.530414837,"Low","Low","Low","High","Low","High","Critical","Critical","Low","Critical","Low","Moderate","Low","High","Moderate","Moderate"
"3661","Atlantic Halibut","Hippoglossus hippoglossus","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossus",-74.875,74.625,"SSP1-2.6","SST",0.023122589,0,0.021106526,0.578988651,0.954528864,0.245435877,0.231286617,0.209649717,0.069483451,0.676910066,0.169585603,0.186196241,0.155804442,0.282316549,0.410225269,0.363167336,0.27554384,0.27249824,0.412601815,0.530036413,"Low","Low","Low","High","Low","High","Critical","Critical","Low","Critical","Low","Moderate","Low","High","Moderate","Moderate"
"3662","Atlantic Halibut","Hippoglossus hippoglossus","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossus",-74.625,74.625,"SSP1-2.6","SST",0.023303236,0,0.018397174,0.582886409,0.954528864,0.245435877,0.231286617,0.209588342,0.069483451,0.676910066,0.169585603,0.215047798,0.156146705,0.28466992,0.410209925,0.363178636,0.28275673,0.26971253,0.413466253,0.529158428,"Low","Low","Low","High","Low","High","Critical","Critical","Low","Critical","Low","Moderate","Low","High","Moderate","Moderate"
"3663","Atlantic Halibut","Hippoglossus hippoglossus","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossus",-74.375,74.625,"SSP1-2.6","SST",0.02322468,0,0.013970936,0.577963158,0.954528864,0.245435877,0.231286617,0.20937999,0.069483451,0.676910066,0.165020628,0.216623453,0.153789694,0.282943401,0.410157837,0.363217014,0.2820094,0.270231697,0.413443673,0.531840427,"Low","Low","Low","High","Low","High","Critical","Critical","Low","Critical","Low","Moderate","Low","High","Moderate","Moderate"
"3664","Atlantic Halibut","Hippoglossus hippoglossus","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossus",-74.125,74.625,"SSP1-2.6","SST",0.022984804,0,0.009691045,0.570250574,0.954528864,0.245435877,0.231286617,0.213434342,0.069483451,0.676910066,0.15981179,0.130867594,0.150731606,0.279837969,0.411171425,0.362474862,0.259268225,0.280963386,0.411886482,0.545215836,"Low","Low","Low","High","Low","High","Critical","Critical","Low","Critical","Low","Moderate","Low","High","Moderate","Moderate"
"3665","Atlantic Halibut","Hippoglossus hippoglossus","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossus",-73.875,74.625,"SSP1-2.6","SST",0.022980606,0,0.011515234,0.574167828,0.954528864,0.245435877,0.231286617,0.213404002,0.069483451,0.676910066,0.154611215,0.061692806,0.152165917,0.281490994,0.41116384,0.362480379,0.240674385,0.29385324,0.412753197,0.55988324,"Low","Low","Low","High","Low","High","Critical","Critical","Low","Critical","Low","Low","Low","High","Moderate","Moderate"
"3666","Atlantic Halibut","Hippoglossus hippoglossus","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossus",-73.625,74.625,"SSP1-2.6","SST",0.022992618,0,0.007400045,0.57743809,0.954528864,0.245435877,0.231286617,0.213360905,0.069483451,0.676910066,0.154611215,0.043941393,0.151957688,0.28381544,0.411153066,0.362488217,0.236236531,0.297567845,0.413571453,0.56646148,"Low","Low","Low","High","Low","High","Critical","Critical","Low","Critical","Low","Low","Low","High","Moderate","Moderate"
"3667","Atlantic Halibut","Hippoglossus hippoglossus","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossus",-73.375,74.625,"SSP1-2.6","SST",0.023337014,0,0.004034111,0.586417131,0.954528864,0.245435877,0.231286617,0.217511646,0.069483451,0.676910066,0.15177475,0.039191883,0.153447064,0.288826324,0.412190751,0.361738431,0.234340037,0.298856573,0.413824607,0.570179505,"Low","Low","Low","High","Low","High","Critical","Critical","Low","Critical","Low","Low","Low","High","Moderate","Moderate"
"3668","Atlantic Halibut","Hippoglossus hippoglossus","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossus",-73.125,74.625,"SSP1-2.6","SST",0.023930052,0,0.003484883,0.587783491,0.954528864,0.245435877,0.231286617,0.217682935,0.069483451,0.676910066,0.145937022,0.164113545,0.153799607,0.289515082,0.412233573,0.361707712,0.264111021,0.278237028,0.412593531,0.545819695,"Low","Low","Low","High","Low","High","Critical","Critical","Low","Critical","Low","Moderate","Low","High","Moderate","Moderate"
"3669","Atlantic Halibut","Hippoglossus hippoglossus","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossus",-72.875,74.625,"SSP1-2.6","SST",0.0247081,0,0.002789442,0.580542742,0.954528864,0.245435877,0.231286617,0.217655362,0.069483451,0.676910066,0.170970882,0.050992057,0.152010071,0.285902023,0.41222668,0.361712656,0.242089114,0.294639816,0.413170604,0.563273146,"Low","Low","Low","High","Low","High","Critical","Critical","Low","Critical","Low","Low","Low","High","Moderate","Moderate"
"3670","Atlantic Halibut","Hippoglossus hippoglossus","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossus",-72.625,74.625,"SSP1-2.6","SST",0.025423801,0,0.001750655,0.579673824,0.954528864,0.245435877,0.231286617,0.217776126,0.069483451,0.676910066,0.165193699,0.019340837,0.15171207,0.285543323,0.412256871,0.361691006,0.232732013,0.302236912,0.413929769,0.57289388,"Low","Low","Low","High","Low","High","Critical","Critical","Low","Critical","Low","Low","Low","High","Moderate","Moderate"
"3671","Atlantic Halibut","Hippoglossus hippoglossus","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossus",-74.875,74.375,"SSP1-2.6","SST",0.024969359,0,0.01938207,0.571508669,0.954528864,0.245435877,0.231286617,0.209485341,0.069483451,0.676910066,0.182760365,0.151516664,0.153965025,0.278567991,0.410184175,0.363197605,0.270167637,0.275337145,0.412014688,0.532237535,"Low","Low","Low","High","Low","High","Critical","Critical","Low","Critical","Low","Moderate","Low","High","Moderate","Moderate"
"3672","Atlantic Halibut","Hippoglossus hippoglossus","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossus",-74.625,74.375,"SSP1-2.6","SST",0.024693031,0,0.014701276,0.583059942,0.954528864,0.245435877,0.231286617,0.209381014,0.069483451,0.676910066,0.182760365,0.152883666,0.155613562,0.285144669,0.410158093,0.363216825,0.270509387,0.275141564,0.41292857,0.535269704,"Low","Low","Low","High","Low","High","Critical","Critical","Low","Critical","Low","Moderate","Low","High","Moderate","Moderate"
"3673","Atlantic Halibut","Hippoglossus hippoglossus","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossus",-74.375,74.375,"SSP1-2.6","SST",0.024570543,0,0.012871174,0.598142784,0.954528864,0.245435877,0.231286617,0.209216968,0.069483451,0.676910066,0.18471381,0.141850164,0.158896125,0.293002989,0.410117081,0.36324706,0.268239373,0.276566088,0.413832076,0.538096448,"Low","Low","Low","High","Low","High","Critical","Critical","Low","Critical","Low","Moderate","Low","High","Moderate","Moderate"
"3674","Atlantic Halibut","Hippoglossus hippoglossus","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossus",-74.125,74.375,"SSP1-2.6","SST",0.024601992,0,0.013329642,0.585177235,0.954528864,0.245435877,0.231286617,0.213328832,0.069483451,0.676910066,0.19006695,0.12340172,0.155777217,0.286443228,0.411145048,0.362494051,0.264965547,0.27902309,0.412663565,0.539789329,"Low","Low","Low","High","Low","High","Critical","Critical","Low","Critical","Low","Moderate","Low","High","Moderate","Moderate"
"3675","Atlantic Halibut","Hippoglossus hippoglossus","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossus",-73.875,74.375,"SSP1-2.6","SST",0.024720727,0,0.011034098,0.587210954,0.954528864,0.245435877,0.231286617,0.213310884,0.069483451,0.676910066,0.168441167,0.099599212,0.155741445,0.287824009,0.41114056,0.362497316,0.253608474,0.28522423,0.412862789,0.548549395,"Low","Low","Low","High","Low","High","Critical","Critical","Low","Critical","Low","Low","Low","High","Moderate","Moderate"
"3676","Atlantic Halibut","Hippoglossus hippoglossus","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossus",-73.625,74.375,"SSP1-2.6","SST",0.025138816,0,0.007445634,0.585844773,0.954528864,0.245435877,0.231286617,0.213439063,0.069483451,0.676910066,0.168441167,0.062078751,0.154607306,0.287684909,0.411172605,0.362474004,0.244228359,0.292501522,0.413487502,0.558422538,"Low","Low","Low","High","Low","High","Critical","Critical","Low","Critical","Low","Low","Low","High","Moderate","Moderate"
"3677","Atlantic Halibut","Hippoglossus hippoglossus","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossus",-73.375,74.375,"SSP1-2.6","SST",0.025847739,0,0.006131494,0.583436095,0.954528864,0.245435877,0.231286617,0.213501707,0.069483451,0.676910066,0.174079561,0.040681678,0.153853832,0.286600402,0.411188266,0.362462614,0.240288689,0.296669998,0.413845446,0.562987165,"Low","Low","Low","High","Low","High","Critical","Critical","Low","Critical","Low","Low","Low","High","Moderate","Moderate"
"3678","Atlantic Halibut","Hippoglossus hippoglossus","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossus",-73.125,74.375,"SSP1-2.6","SST",0.026685479,0,0.005111335,0.591299556,0.954528864,0.245435877,0.231286617,0.217617504,0.069483451,0.676910066,0.174079561,0.090896493,0.155774092,0.29058053,0.412217215,0.361719444,0.252842393,0.28628887,0.412870036,0.55182393,"Low","Low","Low","High","Low","High","Critical","Critical","Low","Critical","Low","Low","Low","High","Moderate","Moderate"
"3679","Atlantic Halibut","Hippoglossus hippoglossus","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossus",-72.875,74.375,"SSP1-2.6","SST",0.027516074,0,0.003926665,0.584575397,0.954528864,0.245435877,0.231286617,0.217755223,0.069483451,0.676910066,0.171621016,0.052405561,0.154004534,0.287304346,0.412251645,0.361694753,0.242605023,0.294282468,0.41313027,0.5610609,"Low","Low","Low","High","Low","High","Critical","Critical","Low","Critical","Low","Low","Low","High","Moderate","Moderate"
"3680","Atlantic Halibut","Hippoglossus hippoglossus","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossus",-72.625,74.375,"SSP1-2.6","SST",0.027909972,0,0.004100144,0.592254931,0.954528864,0.245435877,0.231286617,0.221921158,0.069483451,0.676910066,0.171621016,0.018508482,0.156066262,0.291052669,0.413293129,0.360953266,0.234130754,0.301972783,0.413808272,0.570245923,"Low","Low","Low","High","Low","High","Critical","Critical","Low","Critical","Low","Low","Low","High","Moderate","Moderate"
"3681","Atlantic Halibut","Hippoglossus hippoglossus","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossus",-72.375,74.375,"SSP1-2.6","SST",0.027712724,0,0.001409155,0.595610365,0.954528864,0.245435877,0.231286617,0.221774728,0.069483451,0.676910066,0.153518275,0.0185284,0.156183061,0.293228633,0.413256522,0.36097915,0.229610048,0.303349772,0.414241257,0.575252483,"Low","Low","Low","High","Low","High","Critical","Critical","Low","Critical","Low","Low","Low","High","Moderate","Moderate"
"3682","Atlantic Halibut","Hippoglossus hippoglossus","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossus",-72.125,74.375,"SSP1-2.6","SST",0.027453571,0,0.00088984,0.593740783,0.954528864,0.245435877,0.231286617,0.221830292,0.069483451,0.676910066,0.147362071,0.018237226,0.155521048,0.292424019,0.413270413,0.360969327,0.227998204,0.303946618,0.414226582,0.576936922,"Low","Low","Low","High","Low","High","Critical","Critical","Low","Critical","Low","Low","Low","High","Moderate","Moderate"
"3683","Atlantic Halibut","Hippoglossus hippoglossus","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossus",-71.875,74.375,"SSP1-2.6","SST",0.027167533,0,0.000658053,0.58505672,0.954528864,0.245435877,0.231286617,0.221692272,0.069483451,0.676910066,0.135781233,0.0142611,0.153220576,0.288168754,0.413235907,0.360993732,0.224108963,0.305927988,0.414031376,0.580650194,"Low","Low","Low","High","Low","High","Critical","Critical","Low","Critical","Low","Low","Low","High","Moderate","Moderate"
"3684","Atlantic Halibut","Hippoglossus hippoglossus","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossus",-71.625,74.375,"SSP1-2.6","SST",0.026914951,0,0.000367386,0.57733942,0.954528864,0.245435877,0.231286617,0.221468863,0.069483451,0.676910066,0.142393433,0.01245609,0.151155439,0.284401997,0.413180055,0.361033261,0.22531076,0.305726717,0.413659596,0.579781532,"Low","Low","Low","High","Low","High","Critical","Critical","Low","Critical","Low","Low","Low","High","Moderate","Moderate"
"3685","Atlantic Halibut","Hippoglossus hippoglossus","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossus",-71.375,74.375,"SSP1-2.6","SST",0.026727377,0,0.000377478,0.568690345,0.954528864,0.245435877,0.231286617,0.221387801,0.069483451,0.676910066,0.120327085,0.010149738,0.1489488,0.280107255,0.41315979,0.361047611,0.219217585,0.30843228,0.413545272,0.585364917,"Low","Low","Low","High","Low","High","Critical","Critical","Low","Critical","Low","Low","Low","High","Moderate","Moderate"
"3686","Atlantic Halibut","Hippoglossus hippoglossus","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossus",-74.875,74.125,"SSP1-2.6","SST",0.023713476,0,0.007099258,0.570780844,0.954528864,0.245435877,0.231286617,0.201071579,0.069483451,0.676910066,0.182760365,0.122669968,0.150398394,0.280431092,0.408080734,0.364768355,0.262955963,0.279822031,0.413724788,0.543321016,"Low","Low","Low","High","Low","High","Critical","Critical","Low","Critical","Low","Moderate","Low","High","Moderate","Moderate"
"3687","Atlantic Halibut","Hippoglossus hippoglossus","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossus",-74.625,74.125,"SSP1-2.6","SST",0.024571459,0,0.006436534,0.584286481,0.954528864,0.245435877,0.231286617,0.205209382,0.069483451,0.676910066,0.182760365,0.11617441,0.153823619,0.287163748,0.409115185,0.363990647,0.261332073,0.280924202,0.413943097,0.545031324,"Low","Low","Low","High","Low","High","Critical","Critical","Low","Critical","Low","Moderate","Low","High","Moderate","Moderate"
"3688","Atlantic Halibut","Hippoglossus hippoglossus","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossus",-74.375,74.125,"SSP1-2.6","SST",0.025500536,0,0.006759779,0.592152383,0.954528864,0.245435877,0.231286617,0.205189629,0.069483451,0.676910066,0.18471381,0.101681081,0.156103174,0.290899531,0.409110247,0.363994336,0.258197102,0.283331636,0.414409058,0.546913878,"Low","Low","Low","High","Low","High","Critical","Critical","Low","Critical","Low","Low","Low","High","Moderate","Moderate"
"3689","Atlantic Halibut","Hippoglossus hippoglossus","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossus",-74.125,74.125,"SSP1-2.6","SST",0.026413603,0,0.006759779,0.586313376,0.954528864,0.245435877,0.231286617,0.205138795,0.069483451,0.676910066,0.19006695,0.102938668,0.15487169,0.2878459,0.409097538,0.36400383,0.259849784,0.282647815,0.414095765,0.545281925,"Low","Low","Low","High","Low","High","Critical","Critical","Low","Critical","Low","Low","Low","High","Moderate","Moderate"
"3690","Atlantic Halibut","Hippoglossus hippoglossus","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossus",-73.875,74.125,"SSP1-2.6","SST",0.027236944,0,0.006481748,0.591168904,0.954528864,0.245435877,0.231286617,0.205209491,0.069483451,0.676910066,0.168441167,0.098626389,0.156221899,0.290197295,0.409115212,0.363990627,0.253365268,0.285399686,0.414222353,0.549316697,"Low","Low","Low","High","Low","High","Critical","Critical","Low","Critical","Low","Low","Low","High","Moderate","Moderate"
"3691","Atlantic Halibut","Hippoglossus hippoglossus","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossus",-73.625,74.125,"SSP1-2.6","SST",0.027797208,0,0.005595654,0.592882385,0.954528864,0.245435877,0.231286617,0.209422683,0.069483451,0.676910066,0.168441167,0.081297624,0.156568812,0.291123311,0.41016851,0.363209148,0.249033077,0.288644547,0.414022786,0.553525753,"Low","Low","Low","High","Low","High","Critical","Critical","Low","Critical","Low","Low","Low","High","Moderate","Moderate"
"3692","Atlantic Halibut","Hippoglossus hippoglossus","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossus",-73.375,74.125,"SSP1-2.6","SST",0.027882141,0,0.005674544,0.585635908,0.954528864,0.245435877,0.231286617,0.209286605,0.069483451,0.676910066,0.174079561,0.042952939,0.154798148,0.287477051,0.410134491,0.363234223,0.240856504,0.29616235,0.414376489,0.561433873,"Low","Low","Low","High","Low","High","Critical","Critical","Low","Critical","Low","Low","Low","High","Moderate","Moderate"
"3693","Atlantic Halibut","Hippoglossus hippoglossus","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossus",-73.125,74.125,"SSP1-2.6","SST",0.027818614,0,0.006166735,0.589695507,0.954528864,0.245435877,0.231286617,0.213353003,0.069483451,0.676910066,0.174079561,0.059158087,0.155920214,0.289429463,0.41115109,0.362489655,0.244907791,0.292642703,0.413705595,0.557570378,"Low","Low","Low","High","Low","High","Critical","Critical","Low","Critical","Low","Low","Low","High","Moderate","Moderate"
"3694","Atlantic Halibut","Hippoglossus hippoglossus","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossus",-72.875,74.125,"SSP1-2.6","SST",0.027767891,0,0.003676607,0.591996658,0.954528864,0.245435877,0.231286617,0.213235332,0.069483451,0.676910066,0.171621016,0.052418847,0.155860289,0.291018269,0.411121672,0.362511062,0.242608345,0.294279606,0.414119059,0.560937941,"Low","Low","Low","High","Low","High","Critical","Critical","Low","Critical","Low","Low","Low","High","Moderate","Moderate"
"3695","Atlantic Halibut","Hippoglossus hippoglossus","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossus",-72.625,74.125,"SSP1-2.6","SST",0.02761505,0,0.002590861,0.588122429,0.954528864,0.245435877,0.231286617,0.217368648,0.069483451,0.676910066,0.171621016,0.020820285,0.154582085,0.289295011,0.412155001,0.36176409,0.234708705,0.301424253,0.414219379,0.570032696,"Low","Low","Low","High","Low","High","Critical","Critical","Low","Critical","Low","Low","Low","High","Moderate","Moderate"
"3696","Atlantic Halibut","Hippoglossus hippoglossus","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossus",-72.375,74.125,"SSP1-2.6","SST",0.027914627,0,0.001698128,0.583062831,0.954528864,0.245435877,0.231286617,0.221359434,0.069483451,0.676910066,0.153518275,0.018351369,0.153168896,0.286880655,0.413152698,0.361052634,0.22956579,0.303390844,0.413586808,0.574799171,"Low","Low","Low","High","Low","High","Critical","Critical","Low","Critical","Low","Low","Low","High","Moderate","Moderate"
"3697","Atlantic Halibut","Hippoglossus hippoglossus","Animalia","Chordata","Actinopterygii","Pleuronectiformes","Pleuronectidae","Hippoglossus",-72.125,74.125,"SSP1-2.6","SST",0.028658744,0,0.0011107,0.58024752,0.954528864,0.245435877,0.231286617,0.221350183,0.069483451,0.676910066,0.153518275,0.018695935,0.152504241,0.285470119,0.413150385,0.361054272,0.229651932,0.303310923,0.413417305,0.57458461,"Low","Low","Low","High","Low","High","Critical","Critical","Low","Critical","Low","Low","Low","High","Moderate","Moderate"
